id,first_name,second_name,web_name,team,position,ict_index,points_per_game,selected_by_percent,total_points,minutes,goals_scored,assists,clean_sheets,bonus,form,value_form,value_season,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,chance_of_playing_next_round,Cost
387,Alexandre Nascimento,Costa Silva,Xande Silva,WHU,FWD,0.0,0.0,0.9,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,4.3
388,Lukasz,Fabianski,Fabianski,WHU,GKP,34.4,3.7,2.0,59,1307,0,0,4,5,2.0,0.4,12.0,22,0,1,0,1,0,46,100.0,4.9
389,Michail,Antonio,Antonio,WHU,MID,98.4,3.0,0.8,45,1028,2,3,2,1,4.0,0.6,6.5,19,0,0,0,1,0,0,100.0,6.9
390,Felipe Anderson,Pereira Gomes,Felipe Anderson,WHU,MID,112.6,2.8,2.6,61,1405,1,4,6,1,1.0,0.2,9.2,26,0,0,0,1,0,0,100.0,6.6
391,Manuel,Lanzini,Lanzini,WHU,MID,86.1,2.4,0.7,45,1182,0,3,2,3,0.0,0.0,7.3,24,0,0,0,0,0,0,100.0,6.2
392,Andriy,Yarmolenko,Yarmolenko,WHU,MID,64.2,3.3,0.7,49,822,3,1,3,8,0.0,0.0,9.4,14,0,0,0,2,0,0,0.0,5.2
393,Robert,Snodgrass,Snodgrass,WHU,MID,129.7,3.6,1.8,87,1504,5,5,3,8,2.2,0.4,16.4,33,0,0,0,4,0,0,100.0,5.3
394,Jack,Wilshere,Wilshere,WHU,MID,1.4,1.0,0.2,6,174,0,0,0,0,0.0,0.0,1.3,4,0,0,0,0,0,0,0.0,4.7
395,Declan,Rice,Rice,WHU,MID,92.3,2.3,1.5,66,2610,0,2,6,1,2.5,0.5,14.0,50,0,0,0,5,0,0,,4.7
396,Mark,Noble,Noble,WHU,MID,85.1,3.2,1.3,84,2139,4,2,6,6,1.8,0.4,16.8,37,0,0,0,4,0,0,100.0,5.0
397,Carlos,Sánchez,Carlos Sánchez,WHU,MID,1.1,1.2,0.5,7,112,0,0,0,0,0.0,0.0,1.6,2,0,0,0,0,0,0,,4.3
398,Grady,Diangana,Diangana,WHU,MID,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.3
399,Pablo,Fornals,Fornals,WHU,MID,91.5,2.6,0.4,71,1457,2,5,4,4,4.0,0.7,11.8,26,0,0,0,2,0,0,,6.0
400,Pedro,Obiang,Obiang,WHU,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.5
401,Matt,Doherty,Doherty,WOL,DEF,131.7,4.3,8.2,117,2147,4,5,7,9,8.5,1.4,18.9,26,0,0,0,1,0,0,100.0,6.2
402,Jonathan,Castro Otto,Jonny,WOL,DEF,99.1,2.8,0.9,74,2193,1,2,6,0,3.0,0.6,13.7,29,0,0,0,4,0,0,0.0,5.4
403,Conor,Coady,Coady,WOL,DEF,49.6,2.9,1.9,83,2610,0,0,8,6,4.8,1.0,16.6,34,0,0,0,3,0,0,,5.0
404,Ryan,Bennett,Bennett,LEI,DEF,16.3,1.9,0.3,21,603,0,0,2,0,0.0,0.0,4.4,9,0,0,0,2,0,0,100.0,4.8
405,Willy,Boly,Boly,WOL,DEF,39.0,4.6,3.2,60,1170,0,1,7,9,5.0,1.0,12.5,9,0,0,0,1,1,0,100.0,4.8
406,Rúben Gonçalo,Silva Nascimento Vinagre,Vinagre,WOL,DEF,25.4,1.8,0.2,23,528,0,0,2,0,2.0,0.5,5.5,6,0,0,0,1,0,0,100.0,4.2
407,Romain,Saïss,Saïss,WOL,DEF,89.2,2.9,3.5,73,1983,2,2,6,6,6.5,1.4,15.9,28,0,0,0,8,1,0,100.0,4.6
408,Max,Kilman,Kilman,WOL,DEF,3.7,1.7,2.0,5,184,0,0,0,0,0.0,0.0,1.2,2,0,0,0,0,0,0,,4.0
409,Raúl,Jiménez,Jiménez,WOL,FWD,264.2,5.1,32.5,147,2458,13,6,9,23,4.0,0.5,18.4,31,0,0,0,3,0,0,100.0,8.0
410,Diogo,Jota,Jota,WOL,FWD,172.6,3.5,9.3,88,1758,6,3,7,12,8.0,1.2,13.8,24,0,0,0,3,0,0,100.0,6.4
411,Rui Pedro,dos Santos Patrício,Patrício,WOL,GKP,63.8,4.0,9.8,116,2610,0,0,8,8,6.2,1.2,22.7,34,0,2,0,0,0,77,,5.1
412,John,Ruddy,Ruddy,WOL,GKP,0.0,0.0,0.4,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,4.3
413,Will,Norris,Norris,WOL,GKP,0.0,0.0,0.6,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,3.9
414,Rúben Diogo,da Silva Neves,Neves,WOL,MID,93.7,2.4,4.5,71,2275,2,1,8,4,2.5,0.5,13.7,29,0,0,0,7,0,0,100.0,5.2
415,João Filipe Iria,Santos Moutinho,Moutinho,WOL,MID,171.1,3.2,5.2,94,2434,1,7,7,11,2.2,0.4,17.4,32,0,0,0,5,0,0,,5.4
416,Morgan,Gibbs-White,Gibbs-White,WOL,MID,6.2,2.0,0.1,8,122,0,1,0,0,0.0,0.0,1.7,2,0,0,0,0,0,0,0.0,4.7
417,Adama,Traoré,Traoré,WOL,MID,172.2,3.9,17.1,108,2068,4,7,4,14,1.2,0.2,18.6,30,0,0,0,0,0,0,100.0,5.8
418,Hélder,Costa,Costa,WOL,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.9
419,Ivan,Cavaleiro,Cavaleiro,WOL,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.9
420,Leander,Dendoncker,Dendoncker,WOL,MID,75.2,2.4,9.2,70,2279,2,0,7,6,2.0,0.5,15.9,29,1,0,0,4,0,0,100.0,4.4
421,Leandro,Trossard,Trossard,BHA,MID,117.0,3.3,0.4,75,1438,3,5,2,6,2.0,0.3,12.9,24,0,0,0,0,0,0,100.0,5.8
422,André Filipe,Tavares Gomes,André Gomes,EVE,MID,19.5,1.5,0.3,16,786,0,0,2,0,1.0,0.2,3.1,13,0,0,0,5,0,0,100.0,5.2
423,Chris,Basham,Basham,SHU,DEF,73.7,3.2,1.4,90,2432,0,0,10,4,4.5,1.0,20.0,25,0,0,0,4,0,0,,4.5
427,Emiliano,Martínez,Martínez,ARS,GKP,0.0,0.0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,4.3
428,Wesley,Moraes,Wesley,AVL,FWD,108.3,3.2,0.8,67,1782,5,1,6,7,0.0,0.0,12.2,31,0,0,1,3,0,0,0.0,5.5
429,Jed,Steer,Steer,AVL,GKP,0.0,1.0,0.1,1,7,0,0,0,0,0.0,0.0,0.2,0,0,0,0,0,0,0,0.0,4.3
430,Aaron,Lennon,Lennon,BUR,MID,9.6,0.9,0.1,15,485,0,0,0,0,0.2,0.0,3.3,15,0,0,0,4,0,0,100.0,4.6
431,Christian,Pulisic,Pulisic,CHE,MID,132.7,4.4,3.4,70,1069,5,3,3,5,0.0,0.0,10.1,19,0,0,0,0,0,0,25.0,6.9
432,Mateo,Kovacic,Kovacic,CHE,MID,98.2,2.3,0.9,58,1678,1,3,2,6,2.0,0.4,10.9,29,0,0,0,7,0,0,50.0,5.3
433,James,Justin,Justin,LEI,DEF,11.3,3.2,0.1,13,200,0,1,1,0,1.5,0.3,2.8,1,0,0,0,0,0,0,,4.7
434,Josip,Drmic,Drmic,NOR,FWD,24.4,1.3,0.1,18,215,1,0,0,0,1.0,0.2,3.4,3,0,0,0,0,0,0,100.0,5.3
435,Patrick,Roberts,Roberts,NOR,MID,0.5,1.0,0.0,3,24,0,0,0,0,0.0,0.0,0.6,2,0,0,0,0,0,0,0.0,5.1
436,Simon,Moore,Moore,SHU,GKP,0.8,1.0,0.1,1,90,0,0,0,0,0.0,0.0,0.2,3,0,0,0,0,0,2,100.0,4.3
437,Che,Adams,Adams,SOU,FWD,40.9,1.8,0.3,39,718,0,3,3,0,1.5,0.3,7.4,12,0,0,0,0,0,0,,5.3
438,Moussa,Djenepo,Djenepo,SOU,MID,62.9,2.2,0.1,40,920,2,2,2,3,1.2,0.2,7.7,14,0,0,0,4,1,0,0.0,5.2
439,Craig,Dawson,Dawson,WAT,DEF,51.4,1.9,0.2,37,1549,0,0,4,0,0.3,0.1,7.7,29,0,0,0,4,0,0,100.0,4.8
440,José Ángel,Esmorís Tasende,Angeliño,MCI,DEF,31.6,1.8,0.2,11,422,0,1,0,1,0.0,0.0,2.3,7,0,0,0,1,0,0,0.0,4.7
441,Luke,Freeman,Freeman,SHU,MID,13.6,1.2,0.1,11,322,0,0,1,0,0.0,0.0,2.2,4,0,0,0,2,0,0,,5.1
442,Tanguy,Ndombele,Ndombele,TOT,MID,56.5,2.3,2.3,44,938,2,2,1,2,1.0,0.2,7.6,16,0,0,0,2,0,0,100.0,5.8
443,Rodrigo,Hernandez,Rodrigo,MCI,MID,106.9,2.8,1.8,73,1953,3,1,10,5,4.7,0.9,13.5,25,0,0,0,7,0,0,100.0,5.4
444,Phil,Jagielka,Jagielka,SHU,DEF,4.5,1.0,0.3,4,128,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,,4.2
445,Tyrone,Mings,Mings,AVL,DEF,77.1,2.4,2.6,56,2002,2,1,3,5,0.3,0.1,12.4,42,0,0,0,5,0,0,100.0,4.5
446,Jack,Stacey,Stacey,BOU,DEF,44.4,2.5,0.1,30,1066,0,2,1,4,2.3,0.5,7.0,19,0,0,0,2,0,0,100.0,4.3
447,Erik,Pieters,Pieters,BUR,DEF,41.1,2.8,4.0,42,1233,0,3,3,7,0.0,0.0,10.0,29,0,0,0,1,0,0,100.0,4.2
448,Youri,Tielemans,Tielemans,LEI,MID,138.0,3.4,4.2,95,2148,3,5,9,5,1.8,0.3,15.3,24,0,0,0,1,0,0,,6.2
449,Ralf,Fahrmann,Fahrmann,NOR,GKP,0.4,1.0,0.3,1,21,0,0,0,0,0.0,0.0,0.2,1,0,0,0,0,0,1,0.0,4.4
450,Roberto,Jimenez Gago,Roberto,WHU,GKP,23.9,2.2,0.3,18,686,0,0,0,1,0.0,0.0,4.1,17,1,0,0,0,0,36,0.0,4.4
451,Jay,Rodriguez,Rodriguez,BUR,FWD,87.3,2.3,0.4,65,1376,5,1,4,3,3.8,0.7,11.4,26,0,0,0,1,0,0,100.0,5.7
452,Ezri,Konsa Ngoyo,Konsa,AVL,DEF,43.3,2.0,0.1,30,1198,0,2,2,1,0.3,0.1,7.0,29,0,0,0,1,0,0,100.0,4.3
453,Callum,Robinson,Callum Robinson,SHU,MID,30.4,2.1,0.2,33,669,1,2,2,1,0.0,0.0,6.6,6,0,0,0,1,0,0,0.0,5.0
454,Sam,Byram,Byram,NOR,DEF,60.2,1.9,0.1,32,1292,0,0,3,2,0.2,0.0,7.3,23,0,0,0,4,0,0,0.0,4.4
455,Bjorn,Engels,Engels,AVL,DEF,44.5,2.5,0.4,42,1446,1,0,3,4,2.3,0.5,9.5,32,0,0,0,1,0,0,100.0,4.4
456,Ravel,Morrison,Morrison,SHU,MID,0.2,1.0,0.1,1,12,0,0,0,0,0.0,0.0,0.2,0,0,0,0,0,0,0,0.0,4.6
457,Sébastien,Haller,Haller,WHU,FWD,172.0,3.6,2.3,97,2144,7,3,5,11,3.0,0.4,14.3,40,0,0,0,1,0,0,100.0,6.8
458,Frédéric,Guilbert,Guilbert,AVL,DEF,71.4,2.1,0.5,48,1898,0,2,4,2,0.0,0.0,10.9,36,0,0,0,7,0,0,100.0,4.4
459,Kurt,Zouma,Zouma,CHE,DEF,55.5,1.9,1.5,42,1803,0,0,4,1,1.2,0.3,8.9,27,1,0,0,5,0,0,100.0,4.7
460,Tammy,Abraham,Abraham,CHE,FWD,191.5,5.2,14.8,131,1930,13,5,7,20,0.2,0.0,17.5,27,1,0,0,2,0,0,0.0,7.5
461,Michy,Batshuayi,Batshuayi,CHE,FWD,28.3,1.8,0.5,28,224,1,2,0,1,0.8,0.1,4.2,8,0,0,0,0,0,0,,6.6
462,Robert Kenedy,Nunes do Nascimento,Kenedy,CHE,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,5.2
463,Mason,Mount,Mount,CHE,MID,207.4,3.8,15.5,111,2296,6,5,7,8,3.0,0.5,18.2,33,0,0,0,3,0,0,75.0,6.1
464,Rhian,Brewster,Brewster,LIV,FWD,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.2
465,Mahmoud Ahmed,Ibrahim Hassan,Trézéguet,AVL,MID,112.4,2.4,1.1,58,1315,3,2,3,2,1.0,0.2,11.2,23,0,0,0,2,1,0,100.0,5.2
466,Joelinton Cássio,Apolinário de Lira,Joelinton,NEW,FWD,108.6,2.1,0.9,61,2221,1,2,6,3,1.2,0.2,11.1,36,0,0,0,6,0,0,100.0,5.5
467,Calum,Chambers,Chambers,ARS,DEF,58.7,3.0,0.6,42,1102,1,1,3,5,0.0,0.0,9.8,15,0,0,0,5,0,0,0.0,4.3
468,Jordan,Ayew,Ayew,CRY,FWD,150.7,3.9,8.6,108,2382,8,2,11,19,6.0,1.2,21.2,27,0,0,0,5,0,0,,5.1
469,Daniel,Ceballos Fernández,Ceballos,ARS,MID,55.0,2.5,3.1,35,905,0,2,3,3,2.7,0.5,6.7,12,0,0,0,0,0,0,100.0,5.2
470,Douglas Luiz,Soares de Paulo,Douglas Luiz,AVL,MID,91.7,2.7,3.8,71,1711,3,2,5,5,2.0,0.5,16.1,40,0,0,0,4,0,0,,4.4
471,Dean,Henderson,Henderson,SHU,GKP,53.6,4.5,16.2,122,2430,0,1,10,11,4.5,0.9,23.5,22,0,1,0,2,0,70,100.0,5.2
472,Ben,Osborn,Osborn,SHU,MID,6.3,1.0,0.0,7,126,0,0,0,0,1.0,0.2,1.5,0,0,0,0,0,0,0,,4.7
473,Jesús,Vallejo Lázaro,Vallejo,WOL,DEF,4.3,0.5,0.2,1,162,0,0,0,0,0.0,0.0,0.2,6,0,0,0,1,0,0,0.0,4.6
474,Lovre,Kalinic,Kalinic,AVL,GKP,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.3
475,Dan,Burn,Burn,BHA,DEF,83.8,2.3,0.2,57,2147,0,0,6,0,3.0,0.7,12.7,32,0,0,0,4,0,0,100.0,4.5
476,Philip,Billing,Billing,BOU,MID,100.0,2.2,0.2,60,2162,1,1,5,5,2.0,0.4,12.0,36,0,0,0,7,0,0,75.0,5.0
477,Lewis,Gibson,Gibson,EVE,DEF,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.3
478,Mason,Holgate,Holgate,EVE,DEF,59.5,2.5,2.0,55,1732,0,4,3,5,0.7,0.2,12.8,32,0,0,0,4,0,0,,4.3
479,Jonas,Lössl,Lössl,EVE,GKP,0.0,0.0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.3
480,Andy,King,King,LEI,MID,0.0,0.0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.3
481,Axel,Tuanzebe,Tuanzebe,MUN,DEF,2.4,1.4,0.1,7,187,0,0,0,0,0.0,0.0,1.6,3,0,0,0,0,0,0,100.0,4.4
482,Jack,Colback,Colback,NEW,MID,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.3
483,Jacob,Murphy,Murphy,NEW,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.8
484,Philip,Heise,Heise,NOR,DEF,0.0,0.0,0.7,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,3.9
485,Wesley,Hoedt,Hoedt,SOU,DEF,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.2
486,Cédric,Soares,Cédric,ARS,DEF,59.7,2.7,0.2,43,1306,0,1,3,3,0.0,0.0,9.0,18,0,0,0,1,0,0,75.0,4.8
487,Patrick,Cutrone,Cutrone,WOL,FWD,27.5,1.9,0.5,23,292,2,0,1,0,0.0,0.0,4.2,6,0,0,0,0,0,0,0.0,5.5
488,Nicolas,Pépé,Pépé,ARS,MID,153.5,3.7,5.2,88,1587,4,6,4,8,8.3,0.9,9.6,25,0,0,0,3,0,0,100.0,9.2
489,Reiss,Nelson,Nelson,ARS,MID,27.9,1.7,0.1,19,458,0,1,2,0,0.3,0.1,3.6,4,0,0,0,1,0,0,100.0,5.3
490,Joseph,Willock,Willock,ARS,MID,36.3,1.2,0.2,23,573,0,0,1,0,0.3,0.1,4.9,11,0,0,0,1,0,0,100.0,4.7
491,Marvelous,Nakamba,Nakamba,AVL,MID,45.1,1.7,0.7,35,1626,0,0,1,0,1.3,0.3,8.0,35,0,0,0,4,0,0,100.0,4.4
492,Arnaut,Danjuma Groeneveld,Danjuma,BOU,MID,20.5,2.0,0.0,18,405,0,1,2,0,0.0,0.0,3.1,6,0,0,0,0,0,0,0.0,5.8
493,Adam,Webster,Webster,BHA,DEF,89.2,3.0,0.6,69,2015,3,1,3,7,5.0,1.1,15.7,33,1,0,0,3,0,0,100.0,4.4
494,Aaron,Ramsdale,Ramsdale,BOU,GKP,76.9,3.4,3.5,96,2520,0,1,4,10,2.3,0.5,20.9,44,0,0,0,0,0,102,100.0,4.6
495,Bailey,Peacock-Farrell,Peacock-Farrell,BUR,GKP,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,4.3
496,Moise,Kean,Kean,EVE,FWD,51.0,1.8,1.4,40,670,1,2,1,3,1.0,0.2,6.2,12,0,0,0,0,0,0,,6.4
497,Jean-Philippe,Gbamin,Gbamin,EVE,MID,2.6,2.0,0.0,4,135,0,0,1,0,0.0,0.0,0.8,0,0,0,0,0,0,0,0.0,4.8
498,Jetro,Willems,Willems,NEW,DEF,74.1,3.4,0.8,64,1492,2,2,3,6,0.0,0.0,14.5,24,0,0,0,0,0,0,0.0,4.4
499,Rolando,Aarons,Aarons,NEW,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.8
500,Allan,Saint-Maximin,Saint-Maximin,NEW,MID,95.4,3.1,0.6,55,1265,2,2,5,2,3.8,0.7,10.2,13,0,0,0,0,0,0,100.0,5.4
501,Oliver,McBurnie,McBurnie,SHU,FWD,103.3,2.2,0.2,58,1428,4,0,7,4,2.0,0.4,10.2,15,0,0,0,3,0,0,75.0,5.7
502,Neal,Maupay,Maupay,BHA,FWD,191.7,3.6,1.7,101,2109,8,2,6,15,4.3,0.8,17.7,28,0,0,0,3,0,0,,5.7
503,Gary,Cahill,Cahill,CRY,DEF,71.1,3.0,1.4,59,1800,0,1,6,3,6.0,1.4,13.4,26,0,0,0,1,0,0,100.0,4.4
504,Gabriel Teodoro,Martinelli Silva,Martinelli,ARS,FWD,42.5,2.8,2.8,39,656,3,1,2,5,0.0,0.0,8.7,9,0,0,0,1,0,0,100.0,4.5
505,Harry,Wilson,Harry Wilson,BOU,MID,113.1,3.7,1.8,84,1432,7,1,2,7,0.7,0.1,14.5,28,0,0,0,1,0,0,100.0,5.8
506,Reece,James,James,CHE,DEF,64.9,2.6,0.9,45,1065,0,2,3,5,1.2,0.2,9.0,14,0,0,0,1,0,0,100.0,5.0
507,Ibrahim,Amadou,Amadou,NOR,MID,22.7,1.6,0.1,18,756,0,0,1,0,0.0,0.0,4.0,20,0,0,0,1,0,0,0.0,4.5
508,Sofiane,Boufal,Boufal,SOU,MID,60.5,1.7,0.1,33,752,0,3,1,0,1.0,0.2,6.0,17,0,0,0,2,0,0,100.0,5.5
509,Troy,Parrott,Parrott,TOT,FWD,0.0,1.0,0.8,2,6,0,0,0,0,0.2,0.0,0.5,0,0,0,0,0,0,0,,4.3
510,Víctor,Camarasa,Camarasa,CRY,MID,0.0,1.0,0.1,1,5,0,0,0,0,0.0,0.0,0.2,0,0,0,0,0,0,0,0.0,4.5
511,Djibril,Sidibé,Sidibé,EVE,DEF,84.9,3.0,1.0,64,1638,0,4,4,9,0.7,0.1,12.5,29,0,0,0,3,0,0,100.0,5.1
512,Danny,Welbeck,Welbeck,WAT,FWD,12.9,1.2,0.1,11,275,0,0,1,0,0.7,0.1,1.9,3,0,0,0,0,0,0,100.0,5.8
513,Heurelho da Silva,Gomes,Gomes,WAT,GKP,0.0,0.0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,4.4
514,Albian,Ajeti,Ajeti,WHU,FWD,7.3,1.0,0.0,8,128,0,0,0,0,0.0,0.0,1.4,3,0,0,0,0,0,0,,5.7
515,Kieran,Tierney,Tierney,ARS,DEF,16.3,1.0,0.3,5,296,0,0,0,0,0.0,0.0,0.9,6,0,0,0,1,0,0,75.0,5.3
516,Aaron,Mooy,Mooy,BHA,MID,111.9,2.9,0.7,64,1651,2,1,4,9,2.3,0.5,13.3,26,0,0,0,0,1,0,100.0,4.8
517,Dennis,Praet,Praet,LEI,MID,48.1,2.3,0.1,48,961,1,3,2,3,1.5,0.3,9.1,10,0,0,0,2,0,0,,5.3
518,João Pedro Cavaco,Cancelo,Cancelo,MCI,DEF,42.3,2.3,0.8,25,783,0,0,2,3,0.0,0.0,4.8,10,0,0,0,2,0,0,100.0,5.2
519,Emil,Krafth,Krafth,NEW,DEF,12.2,1.9,0.1,21,561,0,0,2,0,0.0,0.0,4.9,12,0,0,0,0,0,0,75.0,4.3
520,Andy,Carroll,Carroll,NEW,FWD,39.9,1.9,0.1,25,507,0,3,2,0,0.0,0.0,4.6,7,0,0,0,1,0,0,0.0,5.4
521,Michael,Verrips,Verrips,SHU,GKP,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,4.4
522,Muhamed,Bešić,Bešić,SHU,MID,8.5,1.0,0.1,9,243,0,0,0,0,0.0,0.0,2.0,2,0,0,0,2,0,0,100.0,4.4
523,Giovani,Lo Celso,Lo Celso,TOT,MID,54.8,1.3,0.4,25,867,0,0,3,0,0.8,0.1,3.4,11,0,0,0,5,0,0,100.0,7.3
524,Ryan,Sessegnon,Sessegnon,TOT,MID,11.9,1.5,0.1,9,341,0,0,0,0,0.0,0.0,1.7,5,0,0,0,0,0,0,100.0,5.4
525,Ismaïla,Sarr,Sarr,WAT,MID,105.6,4.1,2.8,78,1221,5,4,6,5,7.3,1.2,12.4,16,0,0,0,1,0,0,100.0,6.3
526,Adrián,San Miguel del Castillo,Adrián,LIV,GKP,13.2,2.5,2.1,27,873,0,0,2,0,0.5,0.1,6.8,10,0,0,0,1,0,18,100.0,4.0
527,Georges-Kévin,Nkoudou,Nkoudou,TOT,MID,1.8,1.0,0.0,1,2,0,0,0,0,0.0,0.0,0.2,0,0,0,0,0,0,0,0.0,5.0
528,Pedro,Lomba Neto,Neto,WOL,MID,53.9,2.0,0.2,42,722,2,2,1,0,1.2,0.2,8.4,8,0,0,0,2,0,0,100.0,5.0
529,Fikayo,Tomori,Tomori,CHE,DEF,48.5,3.2,1.8,48,1291,1,0,4,7,0.2,0.0,11.2,18,0,0,0,3,0,0,100.0,4.3
