id,first_name,second_name,web_name,team,position,ict_index,points_per_game,selected_by_percent,total_points,minutes,goals_scored,assists,clean_sheets,bonus,form,value_form,value_season,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,chance_of_playing_next_round,Cost
56,Beram,Kayal,Kayal,BHA,MID,0.0,0.0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,4.3
57,Dale,Stephens,Stephens,BHA,MID,67.0,2.0,1.7,48,1940,0,1,4,1,0.3,0.1,10.9,33,0,0,0,6,0,0,100.0,4.4
58,Steve,Cook,Steve Cook,BOU,DEF,63.2,2.1,0.2,46,1848,1,0,3,5,0.7,0.1,9.2,36,0,0,0,4,1,0,25.0,5.0
59,Nathan,Aké,Aké,BOU,DEF,93.3,2.9,6.5,67,2014,2,1,3,6,0.7,0.1,14.0,33,0,0,0,1,0,0,100.0,4.8
60,Charlie,Daniels,Daniels,BOU,DEF,5.2,1.5,0.1,3,126,0,0,0,0,0.0,0.0,0.7,2,0,0,0,0,0,0,0.0,4.2
61,Chris,Mepham,Mepham,BOU,DEF,42.2,2.4,0.6,26,901,1,0,1,2,0.0,0.0,6.0,19,0,0,0,1,0,0,0.0,4.3
62,Simon,Francis,Francis,BOU,DEF,40.2,1.1,0.0,16,964,0,0,1,1,0.0,0.0,3.6,21,0,0,0,3,1,0,75.0,4.4
63,Adam,Smith,Adam Smith,BOU,DEF,47.3,2.2,0.4,39,1557,0,1,3,3,0.3,0.1,9.1,27,0,0,0,6,0,0,100.0,4.3
64,Lloyd,Kelly,Kelly,BOU,DEF,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,75.0,4.4
65,Diego,Rico,Rico,BOU,DEF,91.1,2.9,9.5,61,1793,0,3,5,5,0.0,0.0,14.5,27,0,0,0,6,0,0,100.0,4.2
66,Jack,Simpson,Simpson,BOU,DEF,6.4,1.0,6.8,4,238,0,0,0,0,0.3,0.1,1.0,6,0,0,0,0,0,0,,4.0
67,Callum,Wilson,Callum Wilson,BOU,FWD,139.6,3.4,4.7,95,2346,8,3,3,8,2.7,0.4,12.8,46,0,0,0,8,0,0,100.0,7.4
68,Joshua,King,King,BOU,FWD,102.2,3.6,3.3,69,1461,4,3,3,8,3.3,0.5,11.3,22,0,0,0,0,0,0,75.0,6.1
69,Dominic,Solanke,Solanke,BOU,FWD,66.0,1.7,0.3,41,1176,0,2,1,0,0.7,0.1,7.9,25,0,0,0,1,0,0,100.0,5.2
70,Lys,Mousset,Mousset,SHU,FWD,89.0,3.1,2.2,71,1009,5,4,3,9,0.0,0.0,15.8,11,0,0,0,1,0,0,100.0,4.5
71,Sam,Surridge,Surridge,BOU,FWD,0.3,1.0,0.5,1,15,0,0,0,0,0.0,0.0,0.2,1,0,0,0,0,0,0,100.0,4.3
72,Asmir,Begovic,Begovic,BOU,GKP,0.0,0.0,0.7,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.2
73,Artur,Boruc,Boruc,BOU,GKP,0.0,0.0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,4.3
74,Mark,Travers,Travers,BOU,GKP,1.5,1.0,0.2,1,90,0,0,0,0,0.0,0.0,0.2,3,0,0,0,0,0,2,,4.2
75,Ryan,Fraser,Fraser,BOU,MID,141.9,2.6,2.6,73,2061,1,5,4,2,2.7,0.4,10.7,34,0,0,0,2,0,0,100.0,6.8
76,David,Brooks,Brooks,BOU,MID,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,6.2
77,Junior,Stanislas,Stanislas,BOU,MID,11.5,1.3,0.0,8,221,0,0,0,0,1.3,0.2,1.4,7,0,0,0,0,0,0,100.0,5.9
78,Jordon,Ibe,Ibe,BOU,MID,1.2,1.0,0.1,2,48,0,0,0,0,0.0,0.0,0.4,1,0,0,0,0,0,0,100.0,4.6
79,Lewis,Cook,Lewis Cook,BOU,MID,31.8,1.6,0.0,32,1000,0,1,2,0,1.3,0.3,6.4,19,0,0,0,3,0,0,100.0,5.0
80,Andrew,Surman,Surman,BOU,MID,5.6,1.2,0.0,6,234,0,0,0,0,0.7,0.1,1.3,6,0,0,0,1,0,0,100.0,4.7
81,Dan,Gosling,Gosling,BOU,MID,47.8,2.4,0.1,39,878,2,1,1,1,1.3,0.3,8.0,16,0,0,0,1,0,0,100.0,4.9
82,Jefferson,Lerma,Lerma,BOU,MID,55.9,2.0,0.1,48,1942,1,2,3,2,4.0,0.8,10.0,33,0,0,0,9,1,0,100.0,4.8
83,Ben,Mee,Mee,BUR,DEF,101.7,3.0,1.2,87,2610,0,2,11,1,3.2,0.6,17.4,40,0,0,0,7,0,0,,5.0
84,James,Tarkowski,Tarkowski,BUR,DEF,107.4,3.5,3.8,101,2610,1,2,11,10,3.8,0.7,19.8,40,0,0,0,8,0,0,100.0,5.1
85,Matthew,Lowton,Lowton,BUR,DEF,45.9,2.7,0.4,41,1350,0,1,5,0,0.0,0.0,9.8,26,0,0,0,2,0,0,0.0,4.2
86,Phil,Bardsley,Bardsley,BUR,DEF,40.1,3.4,0.3,48,1260,0,1,6,2,4.8,1.1,11.2,14,0,0,0,4,0,0,100.0,4.3
87,Charlie,Taylor,Taylor,BUR,DEF,45.7,3.2,2.4,55,1375,0,0,7,2,3.8,0.9,12.8,11,0,0,0,3,0,0,100.0,4.3
88,Kevin,Long,Long,BUR,DEF,0.0,1.0,0.1,1,2,0,0,0,0,0.0,0.0,0.2,0,0,0,0,0,0,0,100.0,4.3
89,Ben,Gibson,Gibson,BUR,DEF,0.0,0.0,2.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,3.9
90,Ashley,Barnes,Barnes,BUR,FWD,75.9,3.2,2.2,61,1350,6,0,8,6,0.0,0.0,10.0,21,0,0,0,4,0,0,0.0,6.1
91,Chris,Wood,Wood,BUR,FWD,158.0,4.2,1.4,109,2061,11,1,10,16,2.8,0.5,17.9,28,1,0,0,1,0,0,100.0,6.1
92,Matej,Vydra,Vydra,BUR,FWD,32.0,2.6,0.2,26,328,2,1,2,3,4.2,0.8,4.9,1,0,0,0,0,0,0,100.0,5.3
93,Nick,Pope,Pope,BUR,GKP,70.3,4.4,18.5,128,2610,0,0,11,17,5.8,1.2,26.7,40,0,1,0,0,0,89,100.0,4.8
94,Tom,Heaton,Heaton,AVL,GKP,50.7,3.0,2.5,59,1794,0,0,4,3,0.0,0.0,13.7,35,1,0,0,0,0,67,0.0,4.3
95,Joe,Hart,Hart,BUR,GKP,0.0,0.0,1.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,4.2
96,Johann Berg,Gudmundsson,Gudmundsson,BUR,MID,33.1,2.9,0.4,20,398,1,0,3,1,0.0,0.0,3.4,4,0,0,0,0,0,0,0.0,5.9
97,Dwight,McNeil,McNeil,BUR,MID,152.6,3.4,1.1,99,2529,2,6,12,6,5.8,1.0,16.5,38,0,0,0,4,0,0,100.0,6.0
98,Robbie,Brady,Brady,BUR,MID,27.9,2.1,0.0,29,395,1,2,1,0,0.2,0.0,5.3,10,0,0,0,1,0,0,100.0,5.5
99,Steven,Defour,Defour,BUR,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,5.5
100,Jeff,Hendrick,Hendrick,BUR,MID,76.5,2.8,0.1,67,1930,2,2,10,4,2.5,0.5,12.4,30,0,0,0,8,0,0,100.0,5.4
101,Ashley,Westwood,Westwood,BUR,MID,116.6,3.5,0.9,91,2340,2,6,11,9,4.0,0.7,16.9,29,0,0,0,9,0,0,100.0,5.4
102,Jack,Cork,Cork,BUR,MID,80.5,2.3,0.2,62,2365,0,0,10,0,2.2,0.4,12.7,36,0,0,0,1,0,0,100.0,4.9
103,Marcos,Alonso,Alonso,CHE,DEF,76.5,7.0,3.9,77,858,4,3,5,8,7.5,1.2,12.6,7,0,0,0,3,0,0,100.0,6.1
104,Antonio,Rüdiger,Rüdiger,CHE,DEF,50.1,3.3,0.6,43,1125,2,0,3,3,1.5,0.2,7.2,13,1,0,0,3,0,0,100.0,6.0
105,César,Azpilicueta,Azpilicueta,CHE,DEF,151.7,3.3,6.0,88,2419,2,3,5,7,2.5,0.4,15.2,38,0,0,0,0,0,0,100.0,5.8
106,David,Luiz Moreira Marinho,David Luiz,ARS,DEF,84.6,3.2,5.3,79,2185,2,1,6,10,5.7,1.0,13.9,32,0,0,0,4,1,0,100.0,5.7
107,Emerson,Palmieri dos Santos,Emerson,CHE,DEF,73.1,1.3,0.7,18,1020,0,0,1,0,0.0,0.0,3.3,21,0,0,0,3,0,0,100.0,5.4
108,Andreas,Christensen,Christensen,CHE,DEF,35.9,1.5,0.6,22,1256,0,0,2,0,0.5,0.1,4.5,24,0,0,0,5,0,0,100.0,4.9
109,Davide,Zappacosta,Zappacosta,CHE,DEF,0.0,0.0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.3
110,Olivier,Giroud,Giroud,CHE,FWD,38.7,3.1,2.0,28,438,2,1,3,3,5.2,0.8,4.3,7,0,0,0,0,0,0,100.0,6.5
111,Kepa,Arrizabalaga,Kepa,CHE,GKP,38.4,2.8,4.3,69,2250,0,0,6,0,1.5,0.3,12.8,32,0,0,0,0,0,42,,5.4
112,Willy,Caballero,Caballero,CHE,GKP,8.0,1.8,0.3,7,360,0,0,0,0,1.5,0.3,1.5,7,0,0,0,0,0,9,,4.8
113,Willian,Borges Da Silva,Willian,CHE,MID,201.2,4.0,3.8,113,1923,5,6,8,16,4.0,0.6,16.4,21,0,0,0,3,0,0,100.0,6.9
114,Pedro,Rodríguez Ledesma,Pedro,CHE,MID,71.9,3.3,1.2,30,653,1,2,2,1,4.5,0.7,4.4,12,0,0,0,1,0,0,100.0,6.8
115,Ruben,Loftus-Cheek,Loftus-Cheek,CHE,MID,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,6.3
116,Callum,Hudson-Odoi,Hudson-Odoi,CHE,MID,83.6,2.6,0.5,45,768,1,4,2,3,0.0,0.0,8.5,12,0,0,0,1,0,0,0.0,5.3
117,Ross,Barkley,Barkley,CHE,MID,69.0,2.8,1.6,37,670,0,4,4,3,5.5,1.0,6.6,7,0,0,0,0,0,0,100.0,5.6
118,Jorge Luiz,Frello Filho,Jorginho,CHE,MID,109.1,3.1,3.5,81,2009,4,3,4,9,1.2,0.2,16.5,32,0,0,0,10,0,0,0.0,4.9
119,N'Golo,Kanté,Kanté,CHE,MID,94.0,2.7,3.6,49,1383,3,0,2,2,0.2,0.0,9.8,20,0,0,0,3,0,0,0.0,5.0
120,Daniel,Drinkwater,Drinkwater,AVL,MID,4.7,1.2,0.6,6,317,0,0,0,0,0.3,0.1,1.4,11,0,0,0,1,0,0,0.0,4.4
121,Ethan,Ampadu,Ampadu,CHE,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.4
122,Aaron,Wan-Bissaka,Wan-Bissaka,MUN,DEF,100.9,3.3,14.1,85,2330,0,2,7,12,6.2,1.2,16.0,28,0,0,0,5,0,0,100.0,5.3
123,Patrick,van Aanholt,van Aanholt,CRY,DEF,98.7,4.0,5.4,87,1892,3,0,7,8,9.7,1.8,15.8,24,1,0,0,0,0,0,100.0,5.5
124,James,Tomkins,Tomkins,CRY,DEF,53.3,2.7,0.3,48,1582,1,1,3,4,0.0,0.0,9.6,23,0,0,0,5,0,0,75.0,5.0
125,Mamadou,Sakho,Sakho,CRY,DEF,10.6,0.9,0.1,7,465,0,0,0,0,0.0,0.0,1.4,8,0,0,0,0,1,0,100.0,5.0
126,Joel,Ward,Ward,CRY,DEF,38.7,3.1,1.3,62,1570,0,1,6,7,6.7,1.6,14.4,18,0,0,0,3,0,0,100.0,4.3
127,Scott,Dann,Dann,CRY,DEF,28.0,4.1,0.2,37,634,0,1,4,3,7.0,1.6,8.6,3,0,0,0,0,0,0,100.0,4.3
128,Martin,Kelly,Kelly,CRY,DEF,41.7,3.4,20.0,64,1547,0,1,6,4,0.0,0.0,15.2,16,0,0,0,0,0,0,100.0,4.2
129,Christian,Benteke,Benteke,CRY,FWD,85.7,1.6,0.6,33,916,1,1,4,1,2.3,0.4,5.8,11,0,0,0,4,0,0,100.0,5.7
130,Connor,Wickham,Wickham,CRY,FWD,15.8,2.5,1.9,15,90,1,1,0,2,0.0,0.0,3.4,2,0,0,0,0,0,0,0.0,4.4
131,Vicente,Guaita,Guaita,CRY,GKP,66.0,4.3,2.1,116,2430,0,0,9,16,9.0,1.8,22.7,28,1,0,0,1,0,89,100.0,5.1
132,Wayne,Hennessey,Hennessey,CRY,GKP,8.7,3.0,0.6,6,180,0,0,0,0,0.0,0.0,1.4,4,0,0,0,0,0,13,,4.2
133,Wilfried,Zaha,Zaha,CRY,MID,175.7,3.3,9.6,95,2545,3,5,8,4,2.7,0.4,14.0,32,0,0,0,4,0,0,100.0,6.8
134,Luka,Milivojevic,Milivojevic,CRY,MID,95.0,2.7,1.9,62,1985,2,1,6,7,0.3,0.0,9.3,26,0,0,0,9,0,0,100.0,6.7
135,Andros,Townsend,Townsend,CRY,MID,37.1,2.3,0.9,34,791,1,1,3,0,0.0,0.0,6.1,12,0,0,0,0,0,0,100.0,5.6
136,Max,Meyer,Meyer,CRY,MID,16.9,1.4,0.1,18,541,0,0,1,0,0.0,0.0,3.5,7,0,0,0,1,0,0,100.0,5.2
137,Jeffrey,Schlupp,Schlupp,CRY,MID,52.7,2.9,0.1,40,856,2,1,4,3,0.0,0.0,7.4,12,0,0,0,2,0,0,100.0,5.4
138,James,McArthur,McArthur,CRY,MID,118.3,2.7,0.6,75,2426,0,4,10,2,3.7,0.7,14.4,25,0,0,0,5,0,0,100.0,5.2
139,Cheikhou,Kouyaté,Kouyaté,CRY,MID,72.0,2.7,0.2,72,1983,1,2,9,4,2.7,0.6,14.7,23,0,0,0,2,0,0,100.0,4.9
140,Luke,Dreher,Dreher,CRY,MID,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,4.3
141,Lucas,Digne,Digne,EVE,DEF,165.0,3.2,11.1,83,2241,0,5,6,12,0.0,0.0,14.6,40,1,0,0,2,0,0,100.0,5.7
142,Yerry,Mina,Mina,EVE,DEF,96.7,2.9,2.3,73,2085,2,1,5,8,1.3,0.2,13.8,36,1,0,0,3,0,0,100.0,5.3
143,Michael,Keane,Keane,EVE,DEF,58.3,2.5,1.9,55,1746,1,0,4,3,0.7,0.1,10.6,32,0,0,0,0,0,0,100.0,5.2
144,Seamus,Coleman,Coleman,EVE,DEF,47.5,1.9,1.1,34,1189,0,1,3,2,0.3,0.1,6.4,20,0,0,0,3,1,0,0.0,5.3
145,Leighton,Baines,Baines,EVE,DEF,17.7,2.2,0.2,11,332,0,1,0,0,1.0,0.2,2.2,6,0,0,0,0,0,0,100.0,4.9
146,Cenk,Tosun,Tosun,CRY,FWD,37.7,2.4,0.1,24,462,2,0,2,1,0.7,0.1,4.2,6,0,0,0,0,0,0,0.0,5.7
147,Dominic,Calvert-Lewin,Calvert-Lewin,EVE,FWD,174.0,4.1,16.2,111,1904,13,1,5,15,5.0,0.8,17.3,35,0,0,0,7,0,0,,6.4
148,Jordan,Pickford,Pickford,EVE,GKP,59.4,2.9,6.5,84,2610,0,0,6,3,2.0,0.4,15.8,46,0,0,0,1,0,75,,5.3
149,Maarten,Stekelenburg,Stekelenburg,EVE,GKP,0.0,0.0,7.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,4.0
150,Richarlison,de Andrade,Richarlison,EVE,MID,215.4,4.9,12.4,133,2352,10,5,6,13,3.3,0.4,16.0,42,0,0,0,5,0,0,100.0,8.3
151,Gylfi,Sigurdsson,Sigurdsson,EVE,MID,141.7,2.7,2.4,69,1992,1,3,5,4,1.7,0.2,9.5,37,0,0,0,3,0,0,100.0,7.3
152,Bernard,Anício Caldeira Duarte,Bernard,EVE,MID,77.4,3.2,0.7,60,1016,3,2,7,6,1.0,0.2,9.4,10,0,0,0,2,0,0,75.0,6.4
153,Theo,Walcott,Walcott,EVE,MID,82.0,2.3,0.4,49,1058,1,3,3,1,1.0,0.2,7.9,14,0,0,0,1,0,0,100.0,6.2
154,Tom,Davies,Davies,EVE,MID,50.8,2.0,0.1,42,1365,1,1,3,3,0.7,0.1,7.9,26,0,0,0,7,0,0,,5.3
155,Ademola,Lookman,Lookman,EVE,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,5.0
156,Idrissa,Gueye,Gueye,EVE,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,5.0
157,James,McCarthy,McCarthy,CRY,MID,45.6,1.3,0.8,31,1170,0,0,2,0,2.0,0.5,7.2,16,0,0,0,6,0,0,100.0,4.3
158,Morgan,Schneiderlin,Schneiderlin,EVE,MID,25.5,1.2,0.6,18,998,0,0,1,0,0.0,0.0,4.1,20,0,0,0,4,1,0,0.0,4.4
159,Ricardo Domingos,Barbosa Pereira,Pereira,LEI,DEF,141.9,4.4,13.8,123,2520,3,2,10,11,4.0,0.6,19.5,27,0,0,0,1,0,0,,6.3
160,Harry,Maguire,Maguire,MUN,DEF,112.0,3.1,10.6,89,2610,1,0,8,5,6.8,1.3,16.8,30,0,0,0,4,0,0,100.0,5.3
161,Benjamin,Chilwell,Chilwell,LEI,DEF,106.7,4.1,8.5,94,2059,2,3,8,3,2.2,0.4,16.8,23,0,0,0,2,0,0,75.0,5.6
162,Jonny,Evans,Evans,LEI,DEF,99.9,3.7,6.4,108,2574,1,2,10,10,4.5,0.9,20.8,28,0,0,0,5,0,0,100.0,5.2
163,Christian,Fuchs,Fuchs,LEI,DEF,19.7,3.0,0.3,24,634,0,0,2,2,0.5,0.1,5.7,6,0,0,0,0,0,0,,4.2
164,Çaglar,Söyüncü,Söyüncü,LEI,DEF,91.4,3.7,16.0,103,2520,1,1,10,9,4.2,0.8,20.6,27,0,0,0,4,0,0,,5.0
165,Wes,Morgan,Morgan,LEI,DEF,8.2,1.1,0.6,9,160,0,0,0,0,0.2,0.0,2.2,1,0,0,0,0,0,0,100.0,4.1
166,Jamie,Vardy,Vardy,LEI,FWD,199.7,6.4,29.5,167,2222,19,6,8,27,3.8,0.4,17.4,25,0,0,1,2,0,0,100.0,9.6
167,Kelechi,Iheanacho,Iheanacho,LEI,FWD,68.6,3.7,0.4,44,579,3,4,1,5,1.0,0.2,7.7,7,0,0,0,1,0,0,100.0,5.7
168,Kasper,Schmeichel,Schmeichel,LEI,GKP,70.7,4.1,14.3,119,2610,0,0,10,6,6.8,1.3,22.5,28,0,1,0,2,0,81,,5.3
169,Eldin,Jakupovic,Jakupovic,LEI,GKP,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,4.2
170,Danny,Ward,Ward,LEI,GKP,0.0,0.0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,4.2
171,James,Maddison,Maddison,LEI,MID,242.0,4.2,19.6,119,2399,6,5,9,14,2.2,0.3,15.9,25,0,0,0,4,0,0,100.0,7.5
172,Harvey,Barnes,Barnes,LEI,MID,164.1,4.1,3.8,112,1705,6,8,7,8,6.2,1.0,18.4,16,0,0,0,0,0,0,100.0,6.1
173,Rachid,Ghezzal,Ghezzal,LEI,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,5.2
174,Marc,Albrighton,Albrighton,LEI,MID,35.5,1.9,0.2,27,476,0,3,1,1,3.0,0.6,5.3,7,0,0,0,1,0,0,,5.1
175,Demarai,Gray,Gray,LEI,MID,37.8,1.7,0.2,24,409,1,2,0,0,0.0,0.0,4.7,4,0,0,1,1,0,0,100.0,5.1
176,Wilfred,Ndidi,Ndidi,LEI,MID,84.0,2.9,1.7,67,1891,2,1,9,5,1.0,0.2,13.4,19,0,0,0,3,0,0,100.0,5.0
177,Matty,James,James,LEI,MID,0.1,1.0,0.2,1,5,0,0,0,0,0.2,0.0,0.2,0,0,0,0,0,0,0,100.0,4.3
178,Daniel,Amartey,Amartey,LEI,MID,0.0,0.0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.3
179,Nampalys,Mendy,Mendy,LEI,MID,8.1,1.4,0.8,7,200,0,0,0,0,0.2,0.0,1.6,3,0,0,0,0,0,0,100.0,4.3
180,Hamza,Choudhury,Choudhury,LEI,MID,32.5,1.9,0.8,30,777,1,1,3,0,0.8,0.2,7.0,10,0,0,0,2,1,0,100.0,4.3
181,Andrew,Robertson,Robertson,LIV,DEF,163.3,4.9,20.0,137,2443,1,7,11,15,3.5,0.5,19.6,20,0,0,0,1,0,0,100.0,7.0
182,Trent,Alexander-Arnold,Alexander-Arnold,LIV,DEF,234.5,5.7,44.7,166,2549,2,14,11,18,5.0,0.6,21.3,21,0,0,0,4,0,0,100.0,7.8
183,Virgil,van Dijk,van Dijk,LIV,DEF,120.9,4.9,44.4,141,2610,4,1,12,12,3.5,0.5,21.4,21,0,0,0,1,0,0,100.0,6.6
184,Joseph,Gomez,Gomez,LIV,DEF,35.9,4.0,5.2,76,1277,0,0,10,7,2.8,0.5,14.3,5,0,0,0,3,0,0,100.0,5.3
185,Joel,Matip,Matip,LIV,DEF,25.0,4.1,1.1,33,631,1,0,2,4,0.2,0.0,6.3,5,0,0,0,0,0,0,100.0,5.2
186,Dejan,Lovren,Lovren,LIV,DEF,27.4,1.9,0.2,17,759,0,1,0,0,0.2,0.0,3.2,11,0,0,0,1,0,0,100.0,5.3
187,Roberto,Firmino,Firmino,LIV,FWD,255.6,4.5,15.2,130,2410,8,8,14,18,2.0,0.2,13.7,16,0,0,0,0,0,0,,9.5
188,Divock,Origi,Origi,LIV,FWD,43.7,2.4,2.4,52,513,3,3,1,6,0.5,0.1,10.2,10,0,0,0,0,0,0,100.0,5.1
189,Alisson,Ramses Becker,Alisson,LIV,GKP,38.8,4.5,9.5,89,1733,0,1,10,6,2.0,0.3,14.4,12,0,0,0,0,1,45,0.0,6.2
190,Simon,Mignolet,Mignolet,LIV,GKP,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.5
191,Mohamed,Salah,Salah,LIV,MID,308.9,7.2,43.7,186,2243,16,6,14,23,5.2,0.4,14.6,15,0,0,0,1,0,0,100.0,12.7
192,Sadio,Mané,Mané,LIV,MID,234.4,6.7,24.8,175,2077,14,9,9,22,7.0,0.6,14.1,18,0,0,0,2,0,0,100.0,12.4
193,Alex,Oxlade-Chamberlain,Chamberlain,LIV,MID,77.2,2.7,0.7,56,1096,3,0,7,2,1.5,0.2,9.0,7,0,0,0,1,0,0,100.0,6.2
194,Xherdan,Shaqiri,Shaqiri,LIV,MID,13.2,2.3,0.2,14,174,1,0,1,0,0.0,0.0,2.2,2,0,0,0,0,0,0,0.0,6.3
195,Adam,Lallana,Lallana,LIV,MID,25.1,1.8,0.1,27,371,1,1,1,1,0.5,0.1,4.7,5,0,0,0,1,0,0,100.0,5.7
196,Naby,Keita,Keita,LIV,MID,38.7,2.8,0.2,25,365,1,1,3,3,0.8,0.1,4.3,2,0,0,0,1,0,0,100.0,5.8
197,Fabio Henrique,Tavares,Fabinho,LIV,MID,58.9,2.2,1.0,45,1444,1,1,3,4,1.8,0.3,8.3,16,0,0,0,5,0,0,100.0,5.4
198,Jordan,Henderson,Henderson,LIV,MID,112.9,4.0,1.3,99,1883,3,5,14,9,1.8,0.3,18.7,9,0,0,0,1,0,0,100.0,5.3
199,Georginio,Wijnaldum,Wijnaldum,LIV,MID,88.8,3.0,2.3,85,2321,3,0,11,5,3.5,0.6,15.7,18,0,0,0,0,0,0,100.0,5.4
200,James,Milner,Milner,LIV,MID,45.1,2.5,0.5,45,758,2,2,4,3,0.8,0.2,8.5,7,0,0,0,3,0,0,100.0,5.3
201,Rafael,Camacho,Camacho,LIV,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.5
202,Aymeric,Laporte,Laporte,MCI,DEF,15.5,3.1,2.0,22,504,0,0,3,0,2.3,0.4,3.5,3,0,0,0,1,0,0,0.0,6.3
203,Kyle,Walker,Walker,MCI,DEF,70.7,3.5,11.2,73,1807,1,2,7,4,4.3,0.8,12.8,22,0,0,0,4,0,0,100.0,5.7
204,Benjamin,Mendy,Mendy,MCI,DEF,60.4,3.5,1.1,49,1114,0,2,5,2,4.3,0.8,8.9,12,0,0,0,2,0,0,100.0,5.5
205,Fabian,Delph,Delph,EVE,DEF,35.4,1.5,0.2,24,1187,0,0,2,2,0.3,0.1,4.5,24,0,0,0,3,1,0,100.0,5.3
206,Oleksandr,Zinchenko,Zinchenko,MCI,DEF,48.9,2.6,2.3,31,905,0,0,4,1,0.7,0.1,6.0,12,0,0,0,0,1,0,100.0,5.2
207,John,Stones,Stones,MCI,DEF,27.4,2.0,1.0,24,904,0,0,2,0,0.3,0.1,4.5,15,0,0,0,0,0,0,100.0,5.3
208,Nicolás,Otamendi,Otamendi,MCI,DEF,72.1,3.5,2.3,66,1413,2,1,5,6,3.0,0.6,13.2,19,0,0,0,3,0,0,100.0,5.0
209,Danilo Luiz,da Silva,Danilo,MCI,DEF,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,5.0
210,Sergio,Agüero,Agüero,MCI,FWD,202.5,5.6,17.5,124,1394,16,4,5,14,1.0,0.1,10.4,18,0,0,1,1,0,0,75.0,11.9
211,Gabriel Fernando,de Jesus,Jesus,MCI,FWD,187.5,4.0,3.2,97,1333,10,5,6,9,2.7,0.3,10.2,12,0,0,1,2,0,0,100.0,9.5
212,Ederson,Santana de Moraes,Ederson,MCI,GKP,43.0,3.3,11.7,82,2171,0,0,9,2,5.0,0.8,13.7,27,0,0,0,3,1,50,100.0,6.0
213,Claudio,Bravo,Bravo,MCI,GKP,5.8,2.8,0.3,11,346,0,0,1,0,0.0,0.0,2.3,7,0,0,0,0,0,8,100.0,4.7
214,Raheem,Sterling,Sterling,MCI,MID,247.5,4.9,15.5,118,2018,11,2,8,9,0.7,0.1,10.1,27,0,0,1,5,0,0,100.0,11.7
215,Kevin,De Bruyne,De Bruyne,MCI,MID,316.0,6.8,46.3,178,2148,8,18,12,23,5.7,0.5,16.8,20,0,0,0,2,0,0,75.0,10.6
216,Leroy,Sané,Sané,MCI,MID,0.0,0.0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,9.3
217,Riyad,Mahrez,Mahrez,MCI,MID,204.7,5.3,9.8,121,1382,7,10,6,14,3.0,0.4,14.4,11,0,0,0,0,0,0,100.0,8.4
218,Bernardo Mota,Veiga de Carvalho e Silva,Bernardo Silva,MCI,MID,174.4,3.6,8.7,86,1492,5,5,6,5,3.3,0.4,11.0,22,0,0,0,5,0,0,100.0,7.8
219,David,Silva,David Silva,MCI,MID,152.0,4.7,4.2,90,1252,3,9,7,8,1.0,0.1,12.3,12,0,0,0,0,0,0,100.0,7.3
220,Phil,Foden,Foden,MCI,MID,35.4,1.4,0.4,19,353,0,1,0,0,1.0,0.2,3.7,6,0,0,0,0,0,0,100.0,5.1
